Time (Sec),Analog Input 0,Analog Input 1
2.909,4.81,4.07
2.909,4.81,4.07
2.91,4.82,4.08
2.91,4.82,4.08
2.911,4.81,4.08
2.912,4.81,4.08
2.912,4.81,4.08
2.913,4.82,4.08
2.913,4.82,4.08
2.913,4.81,4.08
2.914,4.81,4.08
2.914,4.82,4.09
2.915,4.82,4.09
2.916,4.82,4.09
2.916,4.82,4.09
2.917,4.82,4.09
2.917,4.83,4.1
2.917,4.83,4.1
2.918,4.82,4.09
2.918,4.81,4.08
2.919,4.81,4.09
2.92,4.82,4.1
2.92,4.83,4.1
2.921,4.83,4.1
2.921,4.82,4.09
2.921,4.81,4.09
2.922,4.82,4.09
2.922,4.83,4.1
2.923,4.82,4.09
2.924,4.81,4.07
2.924,4.8,4.07
2.925,4.81,4.08
2.925,4.26,3.3
2.925,4.22,3.26
2.926,4.2,3.22
2.926,4.18,3.2
2.927,4.15,3.16
2.928,4.12,3.14
2.928,4.11,3.11
2.929,4.09,3.09
2.929,4.08,3.07
2.929,4.07,3.06
2.93,4.06,3.04
2.93,4.06,3.03
2.931,4.05,3.02
2.932,4.05,3.02
2.932,4.05,3.01
2.933,4.06,3.01
2.933,4.07,3.01
2.933,4.07,3.0
2.934,4.06,3.0
2.934,4.08,3.01
2.935,4.1,3.02
2.936,4.1,3.01
2.936,4.1,3.0
2.937,4.1,3.0
2.937,4.1,3.0
2.938,4.1,3.0
2.938,4.1,2.98
2.938,4.1,2.98
2.939,4.09,2.97
2.94,4.08,2.96
2.94,4.09,2.9
2.941,4.08,2.89
2.941,4.08,2.89
2.942,4.07,2.88
2.942,4.06,2.87
2.942,4.05,2.86
2.943,4.03,2.84
2.944,4.02,2.83
2.944,4.0,2.81
2.945,3.99,2.84
2.945,4.13,3.02
2.946,4.35,3.25
2.946,4.52,3.46
2.946,4.64,3.63
2.947,4.71,3.74
2.948,4.74,3.8
2.948,4.75,3.85
2.949,4.77,3.88
2.949,4.78,3.92
2.95,4.79,3.94
2.95,4.79,3.95
2.95,4.79,3.97
2.951,4.8,3.99
2.952,4.81,4.0
2.952,4.81,4.0
2.953,4.8,4.01
2.953,4.81,4.03
2.954,4.81,4.04
2.954,4.82,4.04
2.954,4.81,4.05
2.955,4.82,4.08
2.956,4.82,4.08
2.956,4.82,4.09
2.957,4.82,4.09
2.957,4.82,4.09
2.958,4.81,4.09
2.958,4.82,4.08
2.958,4.82,4.09
2.959,4.83,4.09
2.96,4.82,4.09
2.96,4.82,4.08
2.961,4.82,4.08
2.961,4.82,4.08
2.962,4.82,4.08
2.962,4.82,4.08
2.962,4.81,4.08
2.963,4.81,4.08
2.964,4.81,4.08
2.964,4.81,4.07
2.965,4.81,4.08
2.965,4.82,4.08
2.966,4.81,4.07
2.966,4.81,4.07
2.966,4.8,4.07
2.967,4.81,4.08
2.968,4.83,4.09
2.968,4.83,4.09
2.969,4.82,4.08
2.969,4.81,4.08
2.97,4.82,4.08
2.97,4.81,4.08
2.97,4.82,4.08
2.971,4.82,4.08
2.972,4.82,4.08
2.972,4.82,4.09
2.973,4.82,4.08
2.973,4.82,4.09
2.974,4.82,4.09
2.974,4.82,4.09
2.974,4.82,4.09
2.975,4.83,4.1
2.976,4.83,4.09
2.976,4.82,4.09
2.977,4.81,4.09
2.977,4.82,4.09
2.978,4.83,4.09
2.978,4.82,4.09
2.978,4.81,4.08
2.979,4.81,4.08
2.98,4.82,4.08
2.98,4.82,4.08
2.981,4.81,4.08
2.981,4.81,4.07
2.982,4.82,4.08
2.982,4.83,4.08
2.982,4.81,4.07
2.983,4.76,3.91
2.984,4.67,3.81
2.984,4.61,3.73
2.985,4.55,3.66
2.985,3.99,2.91
2.986,3.98,2.89
2.986,3.98,2.89
2.986,3.98,2.89
2.987,3.98,2.89
2.988,3.99,2.89
2.988,3.99,2.89
2.989,4.0,2.89
2.989,4.01,2.9
2.99,4.02,2.9
2.99,4.03,2.91
2.99,4.05,2.92
2.991,4.06,2.92
2.992,4.07,2.93
2.992,4.08,2.93
2.993,4.08,2.94
2.993,4.09,2.94
2.994,4.1,2.94
2.994,4.09,2.94
2.994,4.09,2.94
2.995,4.09,2.93
2.996,4.09,2.93
2.996,4.08,2.92
2.997,4.07,2.91
2.997,4.06,2.89
2.998,4.05,2.89
2.998,4.04,2.88
2.998,4.03,2.86
2.999,4.01,2.84
3.0,3.99,2.82
3.0,4.8,4.01
3.001,4.8,4.02
3.001,4.81,4.03
3.002,4.81,4.03
3.002,4.8,4.03
3.002,4.8,4.03
3.003,4.81,4.04
3.004,4.81,4.04
3.004,4.81,4.04
3.005,4.8,4.04
3.005,4.81,4.05
3.006,4.81,4.05
3.006,4.81,4.05
3.006,4.81,4.05
3.007,4.81,4.06
3.008,4.82,4.06
3.008,4.82,4.06
3.009,4.81,4.06
3.009,4.81,4.06
3.01,4.82,4.07
3.01,4.82,4.07
3.01,4.82,4.07
3.011,4.81,4.07
3.011,4.82,4.08
3.012,4.82,4.08
3.013,4.82,4.07
3.013,4.81,4.07
3.014,4.82,4.08
3.014,4.83,4.08
3.014,4.83,4.07
3.015,4.82,4.09
3.015,4.83,4.09
3.016,4.82,4.08
3.017,4.81,4.07
3.017,4.81,4.07
3.018,4.82,4.08
3.018,4.82,4.07
3.018,4.81,4.07
3.019,4.81,4.06
3.019,4.81,4.07
3.02,4.81,4.07
3.021,4.81,4.07
3.021,4.81,4.06
3.022,4.81,4.06
3.022,4.81,4.06
3.022,4.81,4.06
3.023,4.81,4.07
3.023,4.81,4.07
3.024,4.81,4.07
3.025,4.81,4.07
3.025,4.81,4.07
3.026,4.81,4.07
3.026,4.81,4.08
3.026,4.82,4.08
3.027,4.81,4.07
3.027,4.81,4.08
3.028,4.82,4.08
3.029,4.82,4.08
3.029,4.82,4.08
3.03,4.81,4.07
3.03,4.69,3.83
3.03,4.63,3.75
3.031,4.57,3.68
3.031,4.53,3.62
3.032,4.49,3.57
3.033,4.45,3.53
3.033,4.41,3.48
3.034,4.38,3.45
3.034,4.36,3.41
3.034,4.32,3.36
3.035,4.29,3.33
3.035,4.26,3.3
3.036,4.24,3.26
3.037,4.21,3.22
3.037,4.19,3.2
3.038,4.16,3.16
3.038,4.13,3.13
3.038,4.11,3.1
3.039,4.09,3.08
3.039,4.08,3.06
3.04,4.07,3.05
3.041,4.05,3.03
3.041,4.04,3.01
3.042,4.04,3.01
3.042,4.04,2.99
3.042,4.04,2.99
3.043,4.04,2.99
3.043,4.05,3.0
3.044,4.06,2.98
3.045,4.06,2.98
3.045,3.98,2.82
3.046,4.0,2.82
3.046,4.0,2.84
3.046,4.02,2.84
3.047,4.03,2.85
3.047,4.03,2.86
3.048,4.04,2.87
3.049,4.06,2.87
3.049,4.07,2.88
3.05,4.07,2.89
3.05,4.08,2.89
3.05,4.08,2.89
3.051,4.08,2.89
3.051,4.08,2.89
3.052,4.08,2.88
3.053,4.07,2.88
3.053,4.11,2.98
3.054,4.29,3.18
3.054,4.47,3.39
3.054,4.6,3.58
3.055,4.68,3.69
3.055,4.72,3.76
3.056,4.74,3.81
3.057,4.76,3.85
3.057,4.76,3.89
3.058,4.77,3.91
3.058,4.78,3.93
3.058,4.78,3.94
3.059,4.79,3.95
3.059,4.79,3.97
